run,seed,workload,config,cycles,speedup
24,24,phased_switch,baseline,43663,0.9992258891968027
24,24,phased_switch,stride,39841,1.0950829547451117
24,24,phased_switch,nn,39958,1.0918764702938084
25,25,sequential_read,baseline,13750,1.0
25,25,sequential_read,stride,4039,3.4043079970289676
25,25,sequential_read,nn,4195,3.2777115613825982
25,25,strided_read,baseline,82000,1.0
25,25,strided_read,stride,4117,19.91741559387904
25,25,strided_read,nn,11293,7.2611352165058
25,25,mixed_read_write,baseline,43984,1.0
25,25,mixed_read_write,stride,5062,8.689055709205848
25,25,mixed_read_write,nn,43867,1.0026671529851596
25,25,random_read,baseline,74044,0.9987534438982226
25,25,random_read,stride,75565,0.9786501687289089
25,25,random_read,nn,74044,0.9987534438982226
25,25,phased_switch,baseline,44014,0.9912573272140682
25,25,phased_switch,stride,39841,1.0950829547451117
25,25,phased_switch,nn,39958,1.0918764702938084
26,26,sequential_read,baseline,13750,1.0
26,26,sequential_read,stride,4039,3.4043079970289676
26,26,sequential_read,nn,4195,3.2777115613825982
26,26,strided_read,baseline,82000,1.0
26,26,strided_read,stride,4117,19.91741559387904
26,26,strided_read,nn,8602,9.532666821669379
26,26,mixed_read_write,baseline,43984,1.0
26,26,mixed_read_write,stride,5062,8.689055709205848
26,26,mixed_read_write,nn,43867,1.0026671529851596
26,26,random_read,baseline,73927,1.0003341133821202
26,26,random_read,stride,75604,0.9781453362255965
26,26,random_read,nn,73927,1.0003341133821202
26,26,phased_switch,baseline,43741,0.9974440456322443
26,26,phased_switch,stride,39958,1.0918764702938084
26,26,phased_switch,nn,39763,1.0972310942333323
27,27,sequential_read,baseline,13750,1.0
27,27,sequential_read,stride,4039,3.4043079970289676
27,27,sequential_read,nn,4117,3.3398105416565462
27,27,strided_read,baseline,82000,1.0
27,27,strided_read,stride,4117,19.91741559387904
27,27,strided_read,nn,11488,7.137883008356546
27,27,mixed_read_write,baseline,43984,1.0
27,27,mixed_read_write,stride,5062,8.689055709205848
27,27,mixed_read_write,nn,43867,1.0026671529851596
27,27,random_read,baseline,73849,1.0013906755677124
27,27,random_read,stride,75604,0.9781453362255965
27,27,random_read,nn,73810,1.0019197940658446
27,27,phased_switch,baseline,43585,1.0010141103590684
27,27,phased_switch,stride,39802,1.0961559720617053
27,27,phased_switch,nn,39256,1.1114020786631342
28,28,sequential_read,baseline,13750,1.0
28,28,sequential_read,stride,4039,3.4043079970289676
28,28,sequential_read,nn,4195,3.2777115613825982
28,28,strided_read,baseline,82000,1.0
28,28,strided_read,stride,4117,19.91741559387904
28,28,strided_read,nn,7705,10.64243997404283
28,28,mixed_read_write,baseline,43984,1.0
28,28,mixed_read_write,stride,5062,8.689055709205848
28,28,mixed_read_write,nn,43867,1.0026671529851596
28,28,random_read,baseline,74122,0.9977024365235692
28,28,random_read,stride,75604,0.9781453362255965
28,28,random_read,nn,74122,0.9977024365235692
28,28,phased_switch,baseline,43858,0.9947831638469605
28,28,phased_switch,stride,39685,1.0993876779639662
28,28,phased_switch,nn,39802,1.0961559720617053
29,29,sequential_read,baseline,13750,1.0
29,29,sequential_read,stride,4039,3.4043079970289676
29,29,sequential_read,nn,4156,3.3084696823869106
29,29,strided_read,baseline,82000,1.0
29,29,strided_read,stride,4117,19.91741559387904
29,29,strided_read,nn,11332,7.236145428873985
29,29,mixed_read_write,baseline,43984,1.0
29,29,mixed_read_write,stride,5062,8.689055709205848
29,29,mixed_read_write,nn,43867,1.0026671529851596
29,29,random_read,baseline,74005,0.9992797783933518
29,29,random_read,stride,75565,0.9786501687289089
29,29,random_read,nn,74005,0.9992797783933518
29,29,phased_switch,baseline,43936,0.9930171158048069
29,29,phased_switch,stride,39919,1.0929432100002505
29,29,phased_switch,nn,39880,1.094012036108325
